id,time,捐助計畫,計畫起訖年度,捐助對象,捐助內容,捐助經費之用途分析_經常門_人事費,捐助經費之用途分析_經常門_業務費,捐助經費之用途分析_經常門_其他,捐助經費之用途分析_資本門_營建工程,捐助經費之用途分析_資本門_其他,捐助經費之用途分析_合計
2001,114,[2]學生學雜費減免及助學金補助　04,114-114,私立大專校院學生,"
1.補助私立大專校院學生學雜費減免經費、生活助學金及研究生獎助學金。
2.辦理十二年國民基本教育高中職（含五專前3年）免學費方案。",,,6725406,,,6725406
2001,114,[3]補助私立大專校院學生就學貸款利息　05,114-114,私立大專校院學生,負擔私立大學經濟弱勢學生就學期間與畢業（退伍）後1年之「寬限期」利息、所有貸款人均可申請之「只繳息期」、經濟弱勢者申請之「緩繳期」及延長還款年限之利息。,,,1921000,,,1921000
2001,114,[4]輔導海外臺灣學校及大陸地區臺商學校整體發展　09,114-114,海外臺灣學校學生及大陸地區臺商學校學生,"
1.補助海外臺灣學校學生學費、獎助學金及團體保險費。
2.補助大陸地區臺商學校學生學費及團體保險費。",,21233,213496,,,234729
2001,114,[5]拉近公私立學校學雜費差距專案減免　10,114-114,私立大專校院學生,"
1.減免私立大專校院學士班學生（含五專後兩年）與公立大專校院學雜費差距所需經費。 
2.辦理大專校院弱勢學生助學計畫，補助私立大專校院弱勢學生助學金。",,,14101213,,,14101213
2001,114,(4)5120010301師資培育與藝術教育行政及督導,,,,,369938,99661,,,469599
2001,114,[1]優秀師資生獎學金　03-1,114-114,學生,卓越師資培育獎學金。,,,83049,,,83049
2001,114,[2]學士後教育學分班獎助金　03-2,114-114,學生,補助本土語文學士後教育學分班學生學分費獎助金。,,,11552,,,11552
2001,114,[3]教師資格檢定及課程認定　04,114-114,學生,"
1.補助低收入戶及中低收入戶子女參加高級中等以下學校與幼兒園教師資格考試及報名費。
2.補助師資培育大學清寒教育實習學生獎助金。
3.補助師資培育大學教育實習獎助金。
4.補助初領教師證書所需經費。",,369938,5060,,,374998
2001,114,(5)5120010701學生事務與特殊教育行政及督導,,,,,,732400,,,732400
2001,114,[1]學生公費及獎助學金　02,114-114,國內學校在校學生及僑生,"
1.負擔公立大專校院中低收入家庭子女就學期間與畢業（退伍）後1年之「寬限期」利息、所有貸款人均可申請之「只繳息期」、經濟弱勢者申請之「緩繳期」及延長還款年限之利息。
2.師資培育之大學公費生及補助設立教育學程私立大學修習教育學程學生師資培育助學金。
3.經濟弱勢僑生助學金、研究所僑生獎學金及獎勵海外優秀僑生獎學金經費。",,,656400,,,656400
2001,114,[2]發展與改進大專校院特殊教育　06,114-114,大專學生,大專特教學生獎補助金。,,,76000,,,76000
2001,114,(6)5120010908國際及兩岸教育交流,,,,,,2251436,,,2251436
2001,114,[1]亞太大學交流會（UMAP）國內外會員校學生短期獎學金　01-6,114-114,學生,生活津貼。,,,1440,,,1440
2001,114,[2]華語教學助理、語言實習　03-3,114-114,學生,機票及生活津貼。,,,34830,,,34830
2001,114,[3]外國學生來臺學習語言獎學金　03-4,114-114,外國學生,學費及生活費等。,,,373390,,,373390
2001,114,[4]公費留學生、留學獎學金、交換學生獎助　04,114-114,學生,學費、機票費及生活費等。,,,1441988,,,1441988
2001,114,[5]外國來臺留學生獎學金　05,114-114,外國學生,學費及生活費等。,,,399788,,,399788
2001,114,4075差額補貼,,,,937187,,,,,937187
2001,114,(1)7620012100學校教職員暨社教機構聘任人員退休撫卹給付,,,,937187,,,,,937187
2001,114,[1]支付國立學校暨社教機構聘任人員退休撫卹金　01,114-114,退休人員,國立學校暨社教機構退休人員一次退休金優惠存款利息差額。,937187,,,,,937187
2001,114,4085獎勵及慰問,,,,,38030,90238,,,128268
2001,114,(1)5120010100一般行政,,,,,950,,,,950
2001,114,[1]獎勵模範公務人員　07,114-114,本部與所屬機關（構）學校模範公務人員,核發本部與所屬機關（構）學校模範公務人員獎勵金。,,950,,,,950
2001,114,(2)5120010100一般行政,,,,,4860,,,,4860
2001,114,[1]退休人員三節慰問金　08,114-114,本部符合退休照護之退休人員,退休人員三節慰問金。,,360,,,,360
2001,114,[2]慰問對教育具貢獻且需濟助之教師　09,114-114,對教育具有貢獻，且生活困苦或罹患重病急需濟助之退休教師,每年三節發給對教育具有貢獻，且生活困苦或罹患重病急需濟助之退休教師。,,4500,,,,4500
2001,114,(3)5120010201高等教育行政及督導,,,,,,78200,,,78200
2001,114,[1]學術審議著作審查、設置國家講座與學術獎及改善高教人才斷層　01,114-114,公私立大學校院教師,學術獎獎金。,,,66200,,,66200
2001,114,[2]強化人才培育及產學合作機制　03,114-114,藝術類國際競賽得獎學生,參加國際競賽學生得獎之獎金。,,,12000,,,12000
2001,114,(4)5120010202技術職業教育行政及督導,,,,,,9000,,,9000
2001,114,[1]國家產學大師獎獲獎人獎金　03,114-114,技專校院教師,表揚技專校院教師實務研發對產業與技職人才培育貢獻。,,,9000,,,9000
2001,114,(5)5120010301師資培育與藝術教育行政及督導,,,,,27000,,,,27000
2001,114,[1]獎勵優良教師　02-1,114-114,各級學校資深優良教師,"
1.服務屆滿10年之資深優良教師，每人4千元。
2.服務屆滿20年之資深優良教師，每人6千元。
3.服務屆滿30年之資深優良教師，每人8千元。
4.服務屆滿40年之資深優良教師，每人10千元。",,25900,,,,25900
2001,114,[2]獎勵教育奉獻獎獲獎者　02-2,114-114,教育奉獻獎獲獎者,教育奉獻獎獲獎者，每人致贈獎勵金50千元，獲獎人數以20人為原則。,,1000,,,,1000
2001,114,[3]辦理教師典範獎、教師卓越獎及教育實習合作團體獎　04,114-114,教師,教育實習獎優獎、分實習指導教師典範獎、實習輔導教師卓越獎、實習學生楷模獎及教育實習合作團體獎。,,100,,,,100
2001,114,(6)5120010501終身教育行政及督導,,,,,4020,,,,4020
2001,114,[1]推動高齡教育　04,114-114,高齡教育推展績優單位及人員,獎勵高齡教育推展績優單位及人員。,,3000,,,,3000
2001,114,[2]本國語言文字標準訂定與推廣　06,114-114,本土語言文學獎得獎者,本土語言文學獎計畫。,,1020,,,,1020
2001,114,(7)5120010507國立臺灣藝術教育館行政及推展,,,,,,2990,,,2990
2001,114,[1]獎勵全國學生圖畫書創作獎　0402,114-114,全國各級學校在學學生,"
1.獎勵兒童圖畫書創作，發掘及培育圖畫書創作人才。 
2.提升國內圖畫書創作品質水準，充實優良圖像讀物。 
3.豐富兒童藝術涵養與想像力。",,,450,,,450
2001,114,[2]教育部文藝創作獎　0404,114-114,全國學校教師暨學生,辦理教育部文藝創作獎，以鼓勵文學藝術創作，提升國人之藝文水準，激發國人之創意。,,,2540,,,2540
2001,114,(8)5120010507國立臺灣藝術教育館行政及推展,,,,,,48,,,48
2001,114,[1]退休退職人員三節慰問金　0204,114-114,退休退職人員,退休退職人員計8人，三節慰問金每人每年6千元。,,,48,,,48
2001,114,(9)5120010701學生事務與特殊教育行政及督導,,,,,1200,,,,1200
2001,114,[1]學生事務行政及督導　01,114-114,個人,獎勵全國大專校院學生社團評選獲獎者。,,500,,,,500
2001,114,[2]性別平等教育　03,114-114,個人,獎勵性別平等教育碩博士論文得獎者。,,250,,,,250
2001,114,[3]推動學生輔導工作　07,114-114,個人,獎勵生命教育碩博士論文得獎者。,,450,,,,450
2001,114,4090其他補助及捐助,,,,,4560,274293,,,278853
2001,114,(1)5120010501終身教育行政及督導,,,,,4560,,,,4560
2001,114,[1]推動終身教育及學習網絡　01,114-114,參與終身學習之單位及人員,鼓勵參與多元終身學習計畫。,,1000,,,,1000
2001,114,[2]推動高齡教育　04,114-114,樂齡學習方案推動單位及人員,加強辦理樂齡學習方案。,,2140,,,,2140
2001,114,[3]國立及公共圖書館之輔導與充實　08,114-114,創作者及出版者,國立公共圖書館試辦公共出借權計畫創作者及出版者補償酬勞。,,1420,,,,1420
2001,114,(2)5120010908國際及兩岸教育交流,,,,,,274293,,,274293
2001,114,[1]華語教學人員赴外國學校任教經費　03-5,114-114,國內個人,機票及生活津貼。,,,274293,,,274293
2001,114,3.對國外之捐助,,,,,73350,,,,73350
2001,114,4035對外之捐助,,,,,73350,,,,73350
2001,114,(1)5120010908國際及兩岸教育交流,,,,,73350,,,,73350
2001,114,[1]臺灣研究講座　01-1,114-114,國外學術文教團體,講座薪資、辦公費用及獎助金等。,,60810,,,,60810
2001,114,[2]傅爾布萊特中美文教合作計畫　01-2,114-114,學術交流基金會,設置美國學人來臺及我國學人赴美獎助金。,,11840,,,,11840
2001,114,[3]歐盟及重點國家官員來臺參與臺灣研究研討會　01-3,114-114,外國機構及個人,機票、食宿及交通費。,,700,,,,700
