id,time,會計年度,月份,會計分類,科目名稱,取得成本,以前年度累計折舊_長期投資評價,本年度資本資產成本變動_增加數,本年度資本資產成本變動_減少數,本年度累計折舊_長期投資評價變動數,期末帳面金額,備註
240,11107,111,07,2,140101土地,12490238169,0,0,0,0,12490238169,
240,11107,111,07,2,140201土地改良物,3363000,-902264,0,0,-287084,2173652,
240,11107,111,07,2,140401房屋建築及設備,13672696162,-3573164375,4866310,1884,-152953760,9951442453,
240,11107,111,07,2,140501機械及設備,22761009350,-19237515613,355443700,336570649,-273164660,3269202128,
240,11107,111,07,2,140601交通及運輸設備,503667795,-436666948,2348919,7921794,-4352010,57075962,
240,11107,111,07,2,140701雜項設備,4678261420,-4096305971,63641567,41125538,-88523111,515948367,
240,11107,111,07,2,140801租賃資產,0,0,0,0,0,0,
240,11107,111,07,2,140901租賃權益改良,0,0,0,0,0,0,
240,11107,111,07,2,141001收藏品及傳承資產,37836300000,0,0,0,0,37836300000,
240,11107,111,07,2,141101購建中固定資產,2914456990,0,368117370,80194693,0,3202379667,
240,11107,111,07,2,150101遞耗資產,0,0,0,0,0,0,
240,11107,111,07,2,160101權利,206951471,0,11934070,15563878,0,203321663,
240,11107,111,07,2,160102電腦軟體,148171178,0,18684298,32953788,0,133901688,
240,11107,111,07,2,160104發展中之無形資產,4226800,0,1162500,526800,0,4862500,
240,11107,111,07,2,160199其他無形資產,0,0,0,0,0,0,
240,11107,111,07,2,189901什項資產,0,0,0,0,0,0,
240,11108,111,08,2,13長期投資,0,0,0,0,0,0,"1.本年度成本變動增加數918,100,080元=預算採購增加金額915,534,800元+其他依財產規制移入、受贈等增加金額2,565,280元。2.設備及投資預算執行增加金額1,224,609,295元=本年度預算執行金額740,852,581元+以前年度保留預算執行金額483,756,714元。3.預算採購增加金額915,534,800元，較設備及投資預算執行增加金額1,224,609,295元，減少309,074,495元原因主要係：(1)以前年度自行研發專利權於本年度增列11,934,070元(2)撥充基金減列406,685,000元(3)以前年度付款取得之購建中固定資產，於本年完成結算或開發後轉列歸屬之資產增列83,645,443元(4)發展中無形資產轉列電腦軟體增列526,800元(5)以年輕學者研究成果獎作業要點補助費購買機械及設備，增列641,114元(6)機械設備轉列電腦軟體設備，增列863,078元。4.其他依財產規制移入、受贈等增加金額2,565,280元，原因主要係：(1)前瞻特別預算執行數，資產無償移入增列2,565,280元。"
240,11108,111,08,2,140101土地,12490238169,0,0,0,0,12490238169,
240,11108,111,08,2,140201土地改良物,3363000,-902264,0,0,-328096,2132640,
240,11108,111,08,2,140401房屋建築及設備,13672696162,-3573164375,4866310,56884,-174749513,9929591700,
240,11108,111,08,2,140501機械及設備,22761009350,-19237515613,402304074,627401788,-74085368,3224310655,
240,11108,111,08,2,140601交通及運輸設備,503667795,-436666948,3346929,50377880,35952015,55921911,
240,11108,111,08,2,140701雜項設備,4678261420,-4096305971,76473368,54155777,-92702429,511570611,
240,11108,111,08,2,140801租賃資產,0,0,0,0,0,0,
240,11108,111,08,2,140901租賃權益改良,0,0,0,0,0,0,
240,11108,111,08,2,141001收藏品及傳承資產,37836300000,0,0,0,0,37836300000,
240,11108,111,08,2,141101購建中固定資產,2914456990,0,393818410,83645443,0,3224629957,
240,11108,111,08,2,150101遞耗資產,0,0,0,0,0,0,
240,11108,111,08,2,160101權利,206951471,0,11934070,24084921,0,194800620,
240,11108,111,08,2,160102電腦軟體,148171178,0,20994419,37995118,0,131170479,
240,11108,111,08,2,160104發展中之無形資產,4226800,0,4362500,526800,0,8062500,
240,11108,111,08,2,160199其他無形資產,0,0,0,0,0,0,
240,11108,111,08,2,189901什項資產,0,0,0,0,0,0,
240,11109,111,09,2,13長期投資,0,0,0,0,0,0,"1.本年度成本變動增加數991,618,296元=預算採購增加金額988,447,424元+其他依財產規制移入、受贈等增加金額3,170,872元。2.設備及投資預算執行增加金額1,297,467,219元=本年度預算執行金額811,710,505元+以前年度保留預算執行金額485,756,714元。3.預算採購增加金額988,447,424元，較設備及投資預算執行增加金額1,297,467,219元，減少309,019,795元原因主要係：(1)以前年度自行研發專利權於本年度增列11,934,070元(2)撥充基金減列406,685,000元(3)以前年度付款取得之購建中固定資產，於本年完成結算或開發後轉列歸屬之資產增列83,645,443元(4)發展中無形資產轉列電腦軟體增列526,800元(5)以年輕學者研究成果獎作業要點補助費購買機械及設備，增列695,814元(6)機械設備轉列電腦軟體設備，增列863,078元。4.其他依財產規制移入、受贈等增加金額3,170,872元，原因主要係：(1)前瞻特別預算執行數，資產無償移入增列3,132,809元。(2)機械設備院外移撥轉入38,063元。"
240,11109,111,09,2,140101土地,12490238169,0,0,0,0,12490238169,
240,11109,111,09,2,140201土地改良物,3363000,-902264,0,0,-369108,2091628,
240,11109,111,09,2,140401房屋建築及設備,13672696162,-3573164375,4866310,56884,-196599737,9907741476,
240,11109,111,09,2,140501機械及設備,22761009350,-19237515613,458019094,682219857,-106496494,3192796480,
240,11109,111,09,2,140601交通及運輸設備,503667795,-436666948,6582363,51129117,34969790,57423883,
240,11109,111,09,2,140701雜項設備,4678261420,-4096305971,83567946,56368867,-107641518,501513010,
240,11109,111,09,2,140801租賃資產,0,0,0,0,0,0,
240,11109,111,09,2,140901租賃權益改良,0,0,0,0,0,0,
240,11109,111,09,2,141001收藏品及傳承資產,37836300000,0,0,0,0,37836300000,
240,11109,111,09,2,141101購建中固定資產,2914456990,0,399123005,83645443,0,3229934552,
240,11109,111,09,2,150101遞耗資產,0,0,0,0,0,0,
240,11109,111,09,2,160101權利,206951471,0,11934070,26190049,0,192695492,
240,11109,111,09,2,160102電腦軟體,148171178,0,23163008,42729819,0,128604367,
240,11109,111,09,2,160104發展中之無形資產,4226800,0,4362500,526800,0,8062500,
240,11109,111,09,2,160199其他無形資產,0,0,0,0,0,0,
240,11109,111,09,2,189901什項資產,0,0,0,0,0,0,
240,11110,111,10,2,13長期投資,0,0,0,0,0,0,"1.本年度成本變動增加數1,187,947,162元=預算採購增加金額1,154,881,290元+其他依財產規制移入、受贈等增加金額33,065,872元。2.設備及投資預算執行增加金額1,461,980,858元=本年度預算執行金額884,686,535元+以前年度保留預算執行金額577,294,323元。3.預算採購增加金額1,154,881,290元，較設備及投資預算執行增加金額1,461,980,858元，減少307,099,568元原因主要係：(1)以前年度自行研發專利權於本年度增列11,934,070元(2)撥充基金減列406,685,000元(3)以前年度付款取得之購建中固定資產，於本年完成結算或開發後轉列歸屬之資產增列85,565,670元(4)發展中無形資產轉列電腦軟體增列526,800元(5)以年輕學者研究成果獎作業要點補助費購買機械及設備，增列695,814元(6)機械設備轉列電腦軟體設備，增列863,078元。4.其他依財產規制移入、受贈等增加金額33,065,872元，原因主要係：(1)前瞻特別預算執行數，資產無償移入增列33,027,809元。(2)機械設備院外移撥轉入38,063元。"
240,11110,111,10,2,140101土地,12490238169,0,0,0,0,12490238169,
240,11110,111,10,2,140201土地改良物,3363000,-902264,0,0,-410120,2050616,
240,11110,111,10,2,140401房屋建築及設備,13672696162,-3573164375,4866310,56884,-218449940,9885891273,
240,11110,111,10,2,140501機械及設備,22761009350,-19237515613,539955419,687386817,-187496180,3188566159,
240,11110,111,10,2,140601交通及運輸設備,503667795,-436666948,7557163,51129117,33247903,56676796,
240,11110,111,10,2,140701雜項設備,4678261420,-4096305971,94427388,56710353,-124340598,495331886,
240,11110,111,10,2,140801租賃資產,0,0,0,0,0,0,
240,11110,111,10,2,140901租賃權益改良,0,0,0,0,0,0,
240,11110,111,10,2,141001收藏品及傳承資產,37836300000,0,0,0,0,37836300000,
240,11110,111,10,2,141101購建中固定資產,2914456990,0,494022486,85565670,0,3322913806,
240,11110,111,10,2,150101遞耗資產,0,0,0,0,0,0,
240,11110,111,10,2,160101權利,206951471,0,11934070,28972267,0,189913274,
240,11110,111,10,2,160102電腦軟體,148171178,0,30655576,47322587,0,131504167,
240,11110,111,10,2,160104發展中之無形資產,4226800,0,4528750,526800,0,8228750,
240,11110,111,10,2,160199其他無形資產,0,0,0,0,0,0,
240,11110,111,10,2,189901什項資產,0,0,0,0,0,0,
240,11111,111,11,2,13長期投資,0,0,0,0,0,0,"1.本年度成本變動增加數1,520,073,218元=預算採購增加金額1,486,268,191元+其他依財產規制移入、受贈等增加金額33,805,027元。2.設備及投資預算執行增加金額1,755,510,389元=本年度預算執行金額1,052,150,536元+以前年度保留預算執行金額703,359,853元。3.預算採購增加金額1,486,268,191元，較設備及投資預算執行增加金額1,755,510,389元，減少269,242,198元原因主要係：(1)以前年度自行研發專利權於本年度增列18,612,963元(2)撥充基金減列406,685,000元(3)以前年度付款取得之購建中固定資產，於本年完成結算或開發後轉列歸屬之資產增列116,531,357元(4)發展中無形資產轉列電腦軟體增列526,800元(5)以年輕學者研究成果獎作業要點補助費購買機械及設備，增列908,604元(6)機械設備轉列電腦軟體設備，增列863,078元。4.其他依財產規制移入、受贈等增加金額33,805,027元，原因主要係：(1)前瞻特別預算執行數，資產無償移入增列33,766,964元。(2)機械設備院外移撥轉入38,063元。"
240,11111,111,11,2,140101土地,12490238169,0,0,0,0,12490238169,
240,11111,111,11,2,140201土地改良物,3363000,-902264,0,0,-451132,2009604,
240,11111,111,11,2,140401房屋建築及設備,13672696162,-3573164375,7055038,56884,-240300164,9866229777,
240,11111,111,11,2,140501機械及設備,22761009350,-19237515613,678738829,709367551,-253585300,3239279715,
240,11111,111,11,2,140601交通及運輸設備,503667795,-436666948,9181341,53187956,33580682,56574914,
240,11111,111,11,2,140701雜項設備,4678261420,-4096305971,140132366,59494802,-138582877,524010136,
240,11111,111,11,2,140801租賃資產,0,0,0,0,0,0,
240,11111,111,11,2,140901租賃權益改良,0,0,0,0,0,0,
240,11111,111,11,2,141001收藏品及傳承資產,37836300000,0,0,0,0,37836300000,
240,11111,111,11,2,141101購建中固定資產,2914456990,0,628919025,116531357,0,3426844658,
240,11111,111,11,2,150101遞耗資產,0,0,0,0,0,0,
240,11111,111,11,2,160101權利,206951471,0,18612963,30853446,0,194710988,
240,11111,111,11,2,160102電腦軟體,148171178,0,32904906,52121465,0,128954619,
240,11111,111,11,2,160104發展中之無形資產,4226800,0,4528750,526800,0,8228750,
240,11111,111,11,2,160199其他無形資產,0,0,0,0,0,0,
240,11111,111,11,2,189901什項資產,0,0,0,0,0,0,
240,11112,111,12,2,13長期投資,0,0,0,0,0,0,"1.本年度成本變動增加數2,479,591,002元=預算採購增加金額2,441,841,626元+其他依財產規制移入、受贈等增加金額37,749,376元。2.設備及投資預算執行增加金額2,650,917,959元=本年度預算執行金額1,773,549,547元+以前年度保留預算執行金額877,368,412元。3.預算採購增加金額2,441,841,626元，較設備及投資預算執行增加金額2,650,917,959元，減少209,076,333元原因主要係：(1)以前年度自行研發專利權於本年度增列49,543,195元(2)撥充基金減列406,685,000元(3)以前年度付款取得之購建中固定資產，於本年完成結算或開發後轉列歸屬之資產增列145,542,990元(4)發展中無形資產轉列電腦軟體增列750,800元(5)以年輕學者研究成果獎作業要點補助費購買機械及設備，增列908,604元(6)機械設備轉列電腦軟體設備，增列863,078元。4.其他依財產規制移入、受贈等增加金額37,749,376元，原因主要係：(1)前瞻特別預算執行數，資產無償移入增列37,524,141元。(2)院外移撥轉入機械設備223,160元、雜項設備2,075元。"
240,11112,111,12,2,140101土地,12490238169,0,0,0,0,12490238169,
240,11112,111,12,2,140201土地改良物,3363000,-902264,0,0,-492144,1968592,
240,11112,111,12,2,140401房屋建築及設備,13672696162,-3573164375,15628154,56884,-262162865,9852940192,
240,11112,111,12,2,140501機械及設備,22761009350,-19237515613,1203525968,769227139,-282794004,3674998562,
240,11112,111,12,2,140601交通及運輸設備,503667795,-436666948,12396049,54072105,32813371,58138162,
240,11112,111,12,2,140701雜項設備,4678261420,-4096305971,179251186,61518948,-155459880,544227807,
240,11112,111,12,2,140801租賃資產,0,0,0,0,0,0,
240,11112,111,12,2,140901租賃權益改良,0,0,0,0,0,0,
240,11112,111,12,2,141001收藏品及傳承資產,37836300000,0,0,0,0,37836300000,
240,11112,111,12,2,141101購建中固定資產,2914456990,0,966924997,145542990,0,3735838997,
240,11112,111,12,2,150101遞耗資產,0,0,0,0,0,0,
240,11112,111,12,2,160101權利,206951471,0,49543195,32765689,0,223728977,
240,11112,111,12,2,160102電腦軟體,148171178,0,48897453,56797185,0,140271446,
240,11112,111,12,2,160104發展中之無形資產,4226800,0,3424000,750800,0,6900000,
240,11112,111,12,2,160199其他無形資產,0,0,0,0,0,0,
240,11112,111,12,2,189901什項資產,0,0,0,0,0,0,
240,11201,112,01,2,13長期投資,0,0,0,0,0,0,"1.本年度成本變動增加數6,755,519元=預算採購增加金額6,755,519元。2.設備及投資預算執行增加金額6,755,519元=本年度預算執行金額6,755,519元。3.預算採購增加金額6,755,519元，與設備及投資預算執行增加金額6,755,519元一致。"
240,11201,112,01,2,140101土地,12490238169,0,0,0,0,12490238169,
240,11201,112,01,2,140201土地改良物,3363000,-1394408,0,0,-41012,1927580,
240,11201,112,01,2,140401房屋建築及設備,13688267432,-3835327240,0,0,-21896776,9831043416,
240,11201,112,01,2,140501機械及設備,23195308179,-19520309617,2517890,21766738,-68182086,3587567628,
240,11201,112,01,2,140601交通及運輸設備,461991739,-403853577,0,1183575,-357625,56596962,
240,11201,112,01,2,140701雜項設備,4795993658,-4251765851,1526620,2052630,-17091027,526610770,
240,11201,112,01,2,140801租賃資產,0,0,0,0,0,0,
240,11201,112,01,2,140901租賃權益改良,0,0,0,0,0,0,
240,11201,112,01,2,141001收藏品及傳承資產,37836300000,0,0,0,0,37836300000,
240,11201,112,01,2,141101購建中固定資產,3735838997,0,256009,0,0,3736095006,
240,11201,112,01,2,150101遞耗資產,0,0,0,0,0,0,
240,11201,112,01,2,160101權利,223728977,0,0,2079796,0,221649181,
240,11201,112,01,2,160102電腦軟體,140271446,0,2455000,4455651,0,138270795,
240,11201,112,01,2,160104發展中之無形資產,6900000,0,0,0,0,6900000,
240,11201,112,01,2,160199其他無形資產,0,0,0,0,0,0,
240,11201,112,01,2,189901什項資產,0,0,0,0,0,0,
240,11202,112,02,2,13長期投資,0,0,0,0,0,0,"1.本年度成本變動增加數40,811,104元=預算採購增加金額40,811,104元。2.設備及投資預算執行增加金額222,426,104元=本年度預算執行金額222,426,104元。3.預算採購增加金額40,811,104元，與設備及投資預算執行增加金額222,426,104元，減少181,615,000元原因主要係：(1)撥充基金減列181,615,000元。"
240,11202,112,02,2,140101土地,12490238169,0,0,0,0,12490238169,
240,11202,112,02,2,140201土地改良物,3363000,-1394408,0,0,-82024,1886568,
240,11202,112,02,2,140401房屋建築及設備,13688267432,-3835327240,0,0,-43793526,9809146666,
240,11202,112,02,2,140501機械及設備,23195308179,-19520309617,7227838,326499879,145196261,3500922782,
240,11202,112,02,2,140601交通及運輸設備,461991739,-403853577,267025,3403476,447861,55449572,
240,11202,112,02,2,140701雜項設備,4795993658,-4251765851,18013385,13827508,-24308355,524105329,
240,11202,112,02,2,140801租賃資產,0,0,0,0,0,0,
240,11202,112,02,2,140901租賃權益改良,0,0,0,0,0,0,
240,11202,112,02,2,141001收藏品及傳承資產,37836300000,0,0,0,0,37836300000,
240,11202,112,02,2,141101購建中固定資產,3735838997,0,5959975,0,0,3741798972,
240,11202,112,02,2,150101遞耗資產,0,0,0,0,0,0,
240,11202,112,02,2,160101權利,223728977,0,0,5546214,0,218182763,
240,11202,112,02,2,160102電腦軟體,140271446,0,9342881,8864556,0,140749771,
240,11202,112,02,2,160104發展中之無形資產,6900000,0,0,0,0,6900000,
240,11202,112,02,2,160199其他無形資產,0,0,0,0,0,0,
240,11202,112,02,2,189901什項資產,0,0,0,0,0,0,
240,11203,112,03,2,13長期投資,0,0,0,0,0,0,"1.本年度成本變動增加數221,181,131元=預算採購增加金額221,181,131元。2.設備及投資預算執行增加金額418,589,400元=本年度預算執行金額418,589,400元。3.預算採購增加金額221,181,131元，與設備及投資預算執行增加金額418,589,400元，減少197,408,269元原因主要係：(1)撥充基金減列202,115,000元。(2)以前年度自行研發專利權於本年度增列4,706,731元。4.電腦軟體期末帳面金額較電腦軟體增減結存表本期結存金額增加930,000元，主要係財產帳金額有異(增加930,000元於4月補列財產帳)所致。"
240,11203,112,03,2,140101土地,12490238169,0,0,0,0,12490238169,
240,11203,112,03,2,140201土地改良物,3363000,-1394408,0,0,-123036,1845556,
240,11203,112,03,2,140401房屋建築及設備,13688267432,-3835327240,0,0,-65690304,9787249888,
240,11203,112,03,2,140501機械及設備,23195308179,-19520309617,40205248,332976848,62331448,3444558410,
240,11203,112,03,2,140601交通及運輸設備,461991739,-403853577,1374176,3537476,-951504,55023358,
240,11203,112,03,2,140701雜項設備,4795993658,-4251765851,25403096,14765688,-41028385,513836830,
240,11203,112,03,2,140801租賃資產,0,0,0,0,0,0,
240,11203,112,03,2,140901租賃權益改良,0,0,0,0,0,0,
240,11203,112,03,2,141001收藏品及傳承資產,37836300000,0,0,0,0,37836300000,
240,11203,112,03,2,141101購建中固定資產,3735838997,0,130066377,0,0,3865905374,
240,11203,112,03,2,150101遞耗資產,0,0,0,0,0,0,
240,11203,112,03,2,160101權利,223728977,0,4706731,7609247,0,220826461,
240,11203,112,03,2,160102電腦軟體,140271446,0,18697681,13377967,0,145591160,
240,11203,112,03,2,160104發展中之無形資產,6900000,0,727822,0,0,7627822,
240,11203,112,03,2,160199其他無形資產,0,0,0,0,0,0,
240,11203,112,03,2,189901什項資產,0,0,0,0,0,0,
240,11204,112,04,2,13長期投資,0,0,0,0,0,0,"1.本年度成本變動增加數423,796,311元=預算採購增加金額423,796,311元。2.設備及投資預算執行增加金額602,824,580元=本年度預算執行金額322,906,388元+以前年度保留預算執行金額279,918,192元。3.預算採購增加金額423,796,311元，與設備及投資預算執行增加金額602,824,580元，減少179,028,269元原因主要係：(1)撥充基金減列202,115,000元。(2)以前年度自行研發專利權於本年度增列4,706,731元。(3)以前年度付款取得之購建中固定資產，於本年完成結算或開發後轉列歸屬之資產增列18,380,000元。"
240,11204,112,04,2,140101土地,12490238169,0,0,0,0,12490238169,
240,11204,112,04,2,140201土地改良物,3363000,-1394408,0,0,-164048,1804544,
240,11204,112,04,2,140401房屋建築及設備,13688267432,-3835327240,298725,0,-87587054,9765651863,
240,11204,112,04,2,140501機械及設備,23195308179,-19520309617,112352373,407752489,47210275,3426808721,
240,11204,112,04,2,140601交通及運輸設備,461991739,-403853577,1421741,11644076,5706107,53621934,
240,11204,112,04,2,140701雜項設備,4795993658,-4251765851,34510645,17559289,-55366707,505812456,
240,11204,112,04,2,140801租賃資產,0,0,0,0,0,0,
240,11204,112,04,2,140901租賃權益改良,0,0,0,0,0,0,
240,11204,112,04,2,141001收藏品及傳承資產,37836300000,0,0,0,0,37836300000,
240,11204,112,04,2,141101購建中固定資產,3735838997,0,245154018,18380000,0,3962613015,
240,11204,112,04,2,150101遞耗資產,0,0,0,0,0,0,
240,11204,112,04,2,160101權利,223728977,0,4706731,9701049,0,218734659,
240,11204,112,04,2,160102電腦軟體,140271446,0,24458131,17997196,0,146732381,
240,11204,112,04,2,160104發展中之無形資產,6900000,0,893947,0,0,7793947,
240,11204,112,04,2,160199其他無形資產,0,0,0,0,0,0,
240,11204,112,04,2,189901什項資產,0,0,0,0,0,0,
240,11205,112,05,2,13長期投資,0,0,0,0,0,0,"1.本年度成本變動增加數541,414,042元=預算採購增加金額541,329,100元+其他依財產規制移入、受贈等增加金額84,942元。2.設備及投資預算執行增加金額716,256,261元=本年度預算執行金額364,947,896元+以前年度保留預算執行金額351,308,365元。3.預算採購增加金額541,329,100元，較設備及投資預算執行增加金額716,256,261元，減少174,927,161元原因主要係：(1)撥充基金減列202,115,000元(2)以前年度自行研發專利權於本年度增列4,706,731元(3)以前年度付款取得之購建中固定資產，於本年完成結算或開發後轉列歸屬之資產增列22,481,108元。4.其他依財產規制移入、受贈等增加金額84,942元，原因主要係：機械設備院外移撥轉入84,942元。"
240,11205,112,05,2,140101土地,12490238169,0,0,0,0,12490238169,
240,11205,112,05,2,140201土地改良物,3363000,-1394408,0,0,-205060,1763532,
240,11205,112,05,2,140401房屋建築及設備,13688267432,-3835327240,509625,0,-109484633,9743965184,
240,11205,112,05,2,140501機械及設備,23195308179,-19520309617,153434820,478049185,27231642,3377615839,
240,11205,112,05,2,140601交通及運輸設備,461991739,-403853577,1580447,11644076,4346016,52420549,
240,11205,112,05,2,140701雜項設備,4795993658,-4251765851,49142534,23787558,-65915468,503667315,
240,11205,112,05,2,140801租賃資產,0,0,0,0,0,0,
240,11205,112,05,2,140901租賃權益改良,0,0,0,0,0,0,
240,11205,112,05,2,141001收藏品及傳承資產,37836300000,0,0,0,0,37836300000,
240,11205,112,05,2,141101購建中固定資產,3735838997,0,302156478,22481108,0,4015514367,
240,11205,112,05,2,150101遞耗資產,0,0,0,0,0,0,
240,11205,112,05,2,160101權利,223728977,0,4706731,11792892,0,216642816,
240,11205,112,05,2,160102電腦軟體,140271446,0,29158306,24273485,0,145156267,
240,11205,112,05,2,160104發展中之無形資產,6900000,0,725101,0,0,7625101,
240,11205,112,05,2,160199其他無形資產,0,0,0,0,0,0,
240,11205,112,05,2,189901什項資產,0,0,0,0,0,0,
240,11206,112,06,2,13長期投資,0,0,0,0,0,0,"1.本年度成本變動增加數719,721,777元=預算採購增加金額718,430,835元+其他依財產規制移入、受贈等增加金額1,290,942元。2.設備及投資預算執行增加金額878,928,231元=本年度預算執行金額434,552,342元+以前年度保留預算執行金額444,375,889元。3.預算採購增加金額718,430,835元，較設備及投資預算執行增加金額878,928,231元，減少160,497,396元原因主要係：(1)撥充基金減列202,115,000元(2)以前年度自行研發專利權於本年度增列10,282,461元(3)以前年度付款取得之購建中固定資產，於本年完成結算或開發後轉列歸屬之資產增列31,335,143元。4.其他依財產規制移入、受贈等增加金額1,290,942元，原因主要係：(1)前瞻特別預算執行數，資產無償移入增列1,206,000元。(2)機械設備院外移撥轉入84,942元。"
240,11206,112,06,2,140101土地,12490238169,0,0,0,0,12490238169,
240,11206,112,06,2,140201土地改良物,3363000,-1394408,0,0,-246072,1722520,
240,11206,112,06,2,140401房屋建築及設備,13688267432,-3835327240,2178225,0,-131383646,9723734771,
240,11206,112,06,2,140501機械及設備,23195308179,-19520309617,192733287,575584321,34880359,3327027887,
240,11206,112,06,2,140601交通及運輸設備,461991739,-403853577,1768262,11797676,3175006,51283754,
240,11206,112,06,2,140701雜項設備,4795993658,-4251765851,83927253,29995601,-77047780,521111679,
240,11206,112,06,2,140801租賃資產,0,0,0,0,0,0,
240,11206,112,06,2,140901租賃權益改良,0,0,0,0,0,0,
240,11206,112,06,2,141001收藏品及傳承資產,37836300000,0,0,0,0,37836300000,
240,11206,112,06,2,141101購建中固定資產,3735838997,0,388019228,31335143,0,4092523082,
240,11206,112,06,2,150101遞耗資產,0,0,0,0,0,0,
240,11206,112,06,2,160101權利,223728977,0,10282461,15694106,0,218317332,
240,11206,112,06,2,160102電腦軟體,140271446,0,40087960,29006779,0,151352627,
240,11206,112,06,2,160104發展中之無形資產,6900000,0,725101,0,0,7625101,
240,11206,112,06,2,160199其他無形資產,0,0,0,0,0,0,
240,11206,112,06,2,189901什項資產,0,0,0,0,0,0,
240,11207,112,07,2,13長期投資,0,0,0,0,0,0,"1.本年度成本變動增加數833,750,280元=預算採購增加金額832,459,338元+其他依財產規制移入、受贈等增加金額1,290,942元。2.設備及投資預算執行增加金額1,269,192,734元=本年度預算執行金額762,222,666元+以前年度保留預算執行金額506,970,068元。3.預算採購增加金額832,459,338元，較設備及投資預算執行增加金額1,269,192,734元，減少436,733,396元原因主要係：(1)撥充基金減列478,351,000元(2)以前年度自行研發專利權於本年度增列10,282,461元(3)以前年度付款取得之購建中固定資產，於本年完成結算或開發後轉列歸屬之資產增列31,335,143元。4.其他依財產規制移入、受贈等增加金額1,290,942元，原因主要係：(1)前瞻特別預算執行數，資產無償移入增列1,206,000元。(2)機械設備院外移撥轉入84,942元。"
240,11207,112,07,2,140101土地,12490238169,0,0,0,0,12490238169,
240,11207,112,07,2,140201土地改良物,3363000,-1394408,0,0,-287084,1681508,
240,11207,112,07,2,140401房屋建築及設備,13688267432,-3835327240,3616790,0,-153287668,9703269314,
240,11207,112,07,2,140501機械及設備,23195308179,-19520309617,237086063,713629168,83136170,3281591627,
240,11207,112,07,2,140601交通及運輸設備,461991739,-403853577,3322842,39250525,29042055,51252534,
240,11207,112,07,2,140701雜項設備,4795993658,-4251765851,90875066,46085888,-78526673,510490312,
240,11207,112,07,2,140801租賃資產,0,0,0,0,0,0,
240,11207,112,07,2,140901租賃權益改良,0,0,0,0,0,0,
240,11207,112,07,2,141001收藏品及傳承資產,37836300000,0,0,0,0,37836300000,
240,11207,112,07,2,141101購建中固定資產,3735838997,0,444688806,31335143,0,4149192660,
240,11207,112,07,2,150101遞耗資產,0,0,0,0,0,0,
240,11207,112,07,2,160101權利,223728977,0,10282461,17796703,0,216214735,
240,11207,112,07,2,160102電腦軟體,140271446,0,42987026,34130842,0,149127630,
240,11207,112,07,2,160104發展中之無形資產,6900000,0,891226,0,0,7791226,
240,11207,112,07,2,160199其他無形資產,0,0,0,0,0,0,
240,11207,112,07,2,189901什項資產,0,0,0,0,0,0,
240,11208,112,08,2,13長期投資,0,0,0,0,0,0,"1.本年度成本變動增加數976,815,988元=預算採購增加金額975,525,046元+其他依財產規制移入、受贈等增加金額1,290,942元。2.設備及投資預算執行增加金額1,377,620,182元=本年度預算執行金額859,957,341元+以前年度保留預算執行金額517,662,841元。3.預算採購增加金額975,525,046元，較設備及投資預算執行增加金額1,377,620,182元，減少402,095,136元原因主要係：(1)撥充基金減列478,351,000元(2)以前年度自行研發專利權於本年度增列24,364,721元(3)以前年度付款取得之購建中固定資產，於本年完成結算或開發後轉列歸屬之資產增列44,991,143元(4)發展中無形資產轉列電腦軟體增列6,900,000元。4.其他依財產規制移入、受贈等增加金額1,290,942元，原因主要係：(1)前瞻特別預算執行數，資產無償移入增列1,206,000元。(2)機械設備院外移撥轉入84,942元。"
240,11208,112,08,2,140101土地,12490238169,0,0,0,0,12490238169,
240,11208,112,08,2,140201土地改良物,3363000,-1394408,0,0,-328096,1640496,
240,11208,112,08,2,140401房屋建築及設備,13688267432,-3835327240,3616790,0,-175195632,9681361350,
240,11208,112,08,2,140501機械及設備,23195308179,-19520309617,323315624,876564573,156192253,3277941866,
240,11208,112,08,2,140601交通及運輸設備,461991739,-403853577,3522391,42513025,30951086,50098614,
240,11208,112,08,2,140701雜項設備,4795993658,-4251765851,105390615,50727869,-91227451,507663102,
240,11208,112,08,2,140801租賃資產,0,0,0,0,0,0,
240,11208,112,08,2,140901租賃權益改良,0,0,0,0,0,0,
240,11208,112,08,2,141001收藏品及傳承資產,37836300000,0,0,0,0,37836300000,
240,11208,112,08,2,141101購建中固定資產,3735838997,0,456730009,44991143,0,4147577863,
240,11208,112,08,2,150101遞耗資產,0,0,0,0,0,0,
240,11208,112,08,2,160101權利,223728977,0,24364721,23342095,0,224751603,
240,11208,112,08,2,160102電腦軟體,140271446,0,58146148,39144602,0,159272992,
240,11208,112,08,2,160104發展中之無形資產,6900000,0,1729690,6900000,0,1729690,
240,11208,112,08,2,160199其他無形資產,0,0,0,0,0,0,
240,11208,112,08,2,189901什項資產,0,0,0,0,0,0,
